MEDICATION_NM,ingredient,concept_id
TRIAMTERENE-HCTZ 18.75-12.5 MG OR TABS (HALF TABLET),triamterene,904542
TRIAMTERENE-HCTZ 18.75-12.5 MG OR TABS (HALF TABLET),hctz,
BUPROPION HCL ER (XL) 450 MG PO TB24,bupropion hcl er,750982
BUPROPION HCL ER (XL) 450 MG PO TB24,mg po tb,
LITHIUM CARBONATE 150 MG OR CAPS,lithium carbonate,751246
LITHIUM CARBONATE 150 MG OR CAPS,mg or caps,
MOMETASONE FUROATE 220 MCG/INH IN AEPB,mometasone furoate,905233
MOMETASONE FUROATE 220 MCG/INH IN AEPB,inh in aepb,
PSYLLIUM 100 % OR PACK,psyllium,957797
OCTREOTIDE IVPB (UCI),octreotide ivpb,1522957
EPOETIN ALFA-EPBX 2000 UNIT/ML IJ SOLN,epoetin alfa,1301125
EPOETIN ALFA-EPBX 2000 UNIT/ML IJ SOLN,epbx,
EPOETIN ALFA-EPBX 2000 UNIT/ML IJ SOLN,unit,
MESALAMINE 1000 MG RE SUPP,mesalamine,968426
BARIUM SULFATE 0.1 % OR SUSP,barium sulfate,19011331
BARIUM SULFATE 0.1 % OR SUSP,or susp,
BIMATOPROST 0.01 % OP SOLN,bimatoprost,904525
BIMATOPROST 0.01 % OP SOLN,op soln,
ipratropium-albuterol (DUO-NEB) 0.5-3 MG/3ML nebulizer solution  - ADS OVERRIDE,ipratropium,1112921
ipratropium-albuterol (DUO-NEB) 0.5-3 MG/3ML nebulizer solution  - ADS OVERRIDE,albuterol,1154343
ipratropium-albuterol (DUO-NEB) 0.5-3 MG/3ML nebulizer solution  - ADS OVERRIDE,nebulizer solution,
DRONEDARONE HCL 400 MG PO TABS,dronedarone hcl,40163615
COCAINE HCL 4 % EX SOLN,cocaine hcl,1001419
COCAINE HCL 4 % EX SOLN,ex soln,
LITHIUM CARBONATE 450 MG OR TBCR,lithium carbonate,751246
LITHIUM CARBONATE 450 MG OR TBCR,mg or tbcr,
"LIDOCAINE-EPINEPHRINE 0.5%-1:200,000 AND SODIUM BICARBONATE (UCI)(OPT)",lidocaine,989878
"LIDOCAINE-EPINEPHRINE 0.5%-1:200,000 AND SODIUM BICARBONATE (UCI)(OPT)",epinephrine,1343916
"LIDOCAINE-EPINEPHRINE 0.5%-1:200,000 AND SODIUM BICARBONATE (UCI)(OPT)",and sodium bicarbonate,
LISINOPRIL 10 MG OR TABS,lisinopril,1308216
CEFAZOLIN IVPB (VARIABLE DOSE) IN NS OR D5W,cefazolin ivpb,1771162
CEFAZOLIN IVPB (VARIABLE DOSE) IN NS OR D5W,in ns or d,
CARBAMIDE PEROXIDE 6.5 % OT SOLN,carbamide peroxide,958999
CARBAMIDE PEROXIDE 6.5 % OT SOLN,ot soln,
PAROXETINE HCL 5 MG OR TABS (HALF TABLET),paroxetine hcl,722031
IMIPRAMINE HCL 10 MG OR TABS,imipramine hcl,778268
QUETIAPINE FUMARATE 200 MG OR TB24,quetiapine fumarate,766814
QUETIAPINE FUMARATE 200 MG OR TB24,mg or tb,
GLUCAGON IVPB (UCI),glucagon ivpb,1560278
FLUOCINONIDE 0.05 % EX CREA,fluocinonide,955252
FLUOCINONIDE 0.05 % EX CREA,ex crea,
EPINEPHrine 1:1000 (1 mg/mL) injection (1 mg/mL)  - ADS OVERRIDE,epinephrine,1343916
EPINEPHrine 1:1000 (1 mg/mL) injection (1 mg/mL)  - ADS OVERRIDE,injection,
ACARBOSE 50 MG OR TABS,acarbose,1529331
CARBIDOPA-LEVODOPA 12.5 MG-125 MG OR TABS (HALF TABLET),carbidopa,740560
CARBIDOPA-LEVODOPA 12.5 MG-125 MG OR TABS (HALF TABLET),levodopa,789578
VALSARTAN-HYDROCHLOROTHIAZIDE 320-12.5 MG OR TABS,valsartan,1308842
VALSARTAN-HYDROCHLOROTHIAZIDE 320-12.5 MG OR TABS,hydrochlorothiazide,974166
SITAGLIPTIN-METFORMIN HCL 50-500 MG OR TABS,sitagliptin,1580747
SITAGLIPTIN-METFORMIN HCL 50-500 MG OR TABS,metformin hcl,1503297
"BUPIVACAINE 0.25% AND LIDOCAINE 0.5%-EPI 1:200,000 (OPTIME)",bupivacaine,732893
"BUPIVACAINE 0.25% AND LIDOCAINE 0.5%-EPI 1:200,000 (OPTIME)",and lidocaine,
"BUPIVACAINE 0.25% AND LIDOCAINE 0.5%-EPI 1:200,000 (OPTIME)",epi,
EFAVIRENZ-EMTRICITAB-TENOFOVIR 600-200-300 MG OR TABS,efavirenz,1738135
EFAVIRENZ-EMTRICITAB-TENOFOVIR 600-200-300 MG OR TABS,emtricitab,
EFAVIRENZ-EMTRICITAB-TENOFOVIR 600-200-300 MG OR TABS,tenofovir,19011093
cefTRIAXone (ROCEPHIN) 1 g injection  - ADS OVERRIDE,ceftriaxone,1777806
cefTRIAXone (ROCEPHIN) 1 g injection  - ADS OVERRIDE,g injection,
DABIGATRAN ETEXILATE MESYLATE 75 MG PO CAPS,dabigatran etexilate mesylate,40228152
DABIGATRAN ETEXILATE MESYLATE 75 MG PO CAPS,mg po caps,
ACYCLOVIR IVPB >700 MG (UCI),acyclovir ivpb,1703687
SELENIUM SULFIDE 2.5 % EX LOTN,selenium sulfide,938061
SELENIUM SULFIDE 2.5 % EX LOTN,ex lotn,
naloxegol oxalate (MOVANTIK) 25 MG tablet  - ADS OVERRIDE,naloxegol oxalate,45774613
naloxegol oxalate (MOVANTIK) 25 MG tablet  - ADS OVERRIDE,mg tablet,
PIMAVANSERIN TARTRATE 34 MG PO CAPS,pimavanserin tartrate,42628962
PIMAVANSERIN TARTRATE 34 MG PO CAPS,mg po caps,
PAMIDRONATE IVPB 60 MG (UCI),pamidronate ivpb,1511646
cefTRIAXone (ROCEPHIN) 2 GM injection  - ADS OVERRIDE,ceftriaxone,1777806
cefTRIAXone (ROCEPHIN) 2 GM injection  - ADS OVERRIDE,gm injection,
POTASSIUM CHLORIDE ER 20 MEQ PO TBCR,potassium chloride er,19049105
POTASSIUM CHLORIDE ER 20 MEQ PO TBCR,meq po tbcr,
PHENOBARBITAL 30 MG OR TABS,phenobarbital,734275
PERMETHRIN 5 % EX CREA,permethrin,922868
PERMETHRIN 5 % EX CREA,ex crea,
LAMOTRIGINE 1 MG/ML ORAL SUSPENSION (UCI COMPOUNDED),lamotrigine,705103
LAMOTRIGINE 1 MG/ML ORAL SUSPENSION (UCI COMPOUNDED),ml oral suspension,
clindamycin (CLEOCIN) 600 mg/50 mL IVPB  - ADS OVERRIDE,clindamycin,997881
clindamycin (CLEOCIN) 600 mg/50 mL IVPB  - ADS OVERRIDE,ml ivpb,
acetaminophen (TYLENOL) 500 MG tablet  - ADS OVERRIDE,acetaminophen,1125315
acetaminophen (TYLENOL) 500 MG tablet  - ADS OVERRIDE,mg tablet,
meloxicam (MOBIC) 7.5 MG tablet  - ADS OVERRIDE,meloxicam,1150345
meloxicam (MOBIC) 7.5 MG tablet  - ADS OVERRIDE,mg tablet,
TEMOZOLOMIDE CHEMO INFUSION (UCI),temozolomide chemo infusion,1341149
PRISMASATE WITH CALCIUM CRRT DIALYSATE WITH ADDITIVES (UCI),prismasate with calcium crrt dialysate with additives,
clonazePAM (KLONOPIN) 1 MG tablet  - ADS OVERRIDE,clonazepam,798874
clonazePAM (KLONOPIN) 1 MG tablet  - ADS OVERRIDE,mg tablet,
MICONAZOLE NITRATE 2 % EX CREA,miconazole nitrate,907879
MICONAZOLE NITRATE 2 % EX CREA,ex crea,
"BUPIVACAINE 0.25% AND LIDOCAINE 1%-EPI 1:100,000 AND SODIUM BICARB (OPTIME)",bupivacaine,732893
"BUPIVACAINE 0.25% AND LIDOCAINE 1%-EPI 1:100,000 AND SODIUM BICARB (OPTIME)",and lidocaine,
"BUPIVACAINE 0.25% AND LIDOCAINE 1%-EPI 1:100,000 AND SODIUM BICARB (OPTIME)",epi,
"BUPIVACAINE 0.25% AND LIDOCAINE 1%-EPI 1:100,000 AND SODIUM BICARB (OPTIME)",and sodium bicarb,
VECURONIUM BROMIDE 20 MG IV SOLR,vecuronium bromide,19012598
VECURONIUM BROMIDE 20 MG IV SOLR,mg iv solr,
PLECANATIDE 3 MG PO TABS,plecanatide,1592897
IVERMECTIN 3 MG OR TABS,ivermectin,1784444
GLUCOSAMINE 1500 COMPLEX OR CAPS,glucosamine,1360332
GLUCOSAMINE 1500 COMPLEX OR CAPS,complex or caps,
INSULIN REGULAR NEONATAL 1 UNITS/ML IJ SOLN,insulin regular neonatal,
INSULIN REGULAR NEONATAL 1 UNITS/ML IJ SOLN,units,
ALTEPLASE INFUSION (PULMONARY EMBOLISM),alteplase infusion,1347450
PALIPERIDONE 3 MG OR TB24,paliperidone,703244
PALIPERIDONE 3 MG OR TB24,mg or tb,
FENTANYL 50 MCG/ML PED INFUSION (UCI),fentanyl,1154029
FENTANYL 50 MCG/ML PED INFUSION (UCI),ml ped infusion,
POVIDONE-IODINE 10 % EX OINT,povidone,950056
POVIDONE-IODINE 10 % EX OINT,iodine,1780601
POVIDONE-IODINE 10 % EX OINT,ex oint,
RANITIDINE HCL 150 MG OR TABS,ranitidine hcl,961047
FOSTAMATINIB DISODIUM 100 MG PO TABS,fostamatinib disodium,1510328
ELTROMBOPAG OLAMINE 25 MG PO TABS,eltrombopag olamine,19012346
IPRATROPIUM BROMIDE 0.06 % NA SOLN,ipratropium bromide,1112921
IPRATROPIUM BROMIDE 0.06 % NA SOLN,na soln,
magnesium oxide (MAG-OX) 400 MG tablet  - ADS OVERRIDE,magnesium oxide,993631
magnesium oxide (MAG-OX) 400 MG tablet  - ADS OVERRIDE,mg tablet,
LEVONORGESTREL-ETHINYL ESTRAD 0.15-30 MG-MCG OR TABS,levonorgestrel,1589505
LEVONORGESTREL-ETHINYL ESTRAD 0.15-30 MG-MCG OR TABS,ethinyl estrad,
LEVONORGESTREL-ETHINYL ESTRAD 0.15-30 MG-MCG OR TABS,mg,
LEVONORGESTREL-ETHINYL ESTRAD 0.15-30 MG-MCG OR TABS,mcg or tabs,
HYDROXYUREA 500 MG OR CAPS,hydroxyurea,1377141
HYDROXYUREA 500 MG OR CAPS,mg or caps,
GLECAPREVIR-PIBRENTASVIR 100-40 MG PO TABS,glecaprevir,793843
GLECAPREVIR-PIBRENTASVIR 100-40 MG PO TABS,pibrentasvir,793844
CLOFAZIMINE POWD,clofazimine powd,1798476
BUDESONIDE 3 MG OR CP24,budesonide,939259
BUDESONIDE 3 MG OR CP24,mg or cp,
CEFOXITIN IVPB (VARIABLE DOSE) (UCI),cefoxitin ivpb,1775741
DULAGLUTIDE 1.5 MG/0.5ML SC SOPN,dulaglutide,45774435
DULAGLUTIDE 1.5 MG/0.5ML SC SOPN,sc sopn,
OLOPATADINE HCL 0.1 % OP SOLN,olopatadine hcl,915855
OLOPATADINE HCL 0.1 % OP SOLN,op soln,
BARBERRY-OREG GRAPE-GOLDENSEAL 200-200-50 MG PO CAPS,barberry,
BARBERRY-OREG GRAPE-GOLDENSEAL 200-200-50 MG PO CAPS,oreg grape,
BARBERRY-OREG GRAPE-GOLDENSEAL 200-200-50 MG PO CAPS,goldenseal,
BARBERRY-OREG GRAPE-GOLDENSEAL 200-200-50 MG PO CAPS,mg po caps,
TIGECYCLINE IVPB IN 100 ML,tigecycline ivpb in,1742432
DESOGESTREL-ETHINYL ESTRADIOL 0.15-30 MG-MCG OR TABS,desogestrel,1588000
DESOGESTREL-ETHINYL ESTRADIOL 0.15-30 MG-MCG OR TABS,ethinyl estradiol,1549786
DESOGESTREL-ETHINYL ESTRADIOL 0.15-30 MG-MCG OR TABS,mg,
DESOGESTREL-ETHINYL ESTRADIOL 0.15-30 MG-MCG OR TABS,mcg or tabs,
NICOTINE POLACRILEX 2 MG MT GUM,nicotine polacrilex,718583
NICOTINE POLACRILEX 2 MG MT GUM,mg mt gum,
PYRETHRINS-PIPERONYL BUTOXIDE 0.33-4 % EX SHAM,pyrethrins,959665
PYRETHRINS-PIPERONYL BUTOXIDE 0.33-4 % EX SHAM,piperonyl butoxide,946340
PYRETHRINS-PIPERONYL BUTOXIDE 0.33-4 % EX SHAM,ex sham,
FENOFIBRIC ACID 135 MG PO CPDR,fenofibric acid,
FENOFIBRIC ACID 135 MG PO CPDR,mg po cpdr,
ROSUVASTATIN CALCIUM 2.5 MG OR TABS (HALF TABLET),rosuvastatin calcium,1510813
BRINZOLAMIDE-BRIMONIDINE 1-0.2 % OP SUSP,brinzolamide,938044
BRINZOLAMIDE-BRIMONIDINE 1-0.2 % OP SUSP,brimonidine,915542
BRINZOLAMIDE-BRIMONIDINE 1-0.2 % OP SUSP,op susp,
AMPHETAMINE-DEXTROAMPHETAMINE 30 MG OR CP24,amphetamine,714785
AMPHETAMINE-DEXTROAMPHETAMINE 30 MG OR CP24,dextroamphetamine,719311
AMPHETAMINE-DEXTROAMPHETAMINE 30 MG OR CP24,mg or cp,
CYCLOSPORINE MODIFIED 100 MG/ML OR SOLN,cyclosporine modified,19010482
CYCLOSPORINE MODIFIED 100 MG/ML OR SOLN,ml or soln,
SODIUM CITRATE 4% (0.14 M) SYRINGE,sodium citrate,977968
SODIUM CITRATE 4% (0.14 M) SYRINGE,syringe,
dexamethasone (DECADRON) 4 mg/mL injection  - ADS OVERRIDE,dexamethasone,1518254
dexamethasone (DECADRON) 4 mg/mL injection  - ADS OVERRIDE,ml injection,
AMINOCAPROIC ACID 500 MG OR TABS,aminocaproic acid,
TETANUS-DIPHTHERIA TOXOIDS TD 2-2 LF/0.5ML IM SUSP,tetanus,
TETANUS-DIPHTHERIA TOXOIDS TD 2-2 LF/0.5ML IM SUSP,diphtheria toxoids td,
TETANUS-DIPHTHERIA TOXOIDS TD 2-2 LF/0.5ML IM SUSP,im susp,
ALTEPLASE INTRAVENTRICULAR INJECTION,alteplase intraventricular injection,1347450
CEFDINIR 250 MG/5ML OR SUSR,cefdinir,1796458
CEFDINIR 250 MG/5ML OR SUSR,or susr,
B-12 2500 MCG PO TABS,mcg po tabs,
glycopyrrolate (ROBINUL) 0.2 MG/ML injection  - ADS OVERRIDE,glycopyrrolate,
glycopyrrolate (ROBINUL) 0.2 MG/ML injection  - ADS OVERRIDE,ml injection,
iohexol (OMNIPAQUE 240) 240 MG/ML solution  - ADS OVERRIDE,iohexol,19080985
iohexol (OMNIPAQUE 240) 240 MG/ML solution  - ADS OVERRIDE,ml solution,
VERAPAMIL HCL CR 120 MG OR CP24,verapamil hcl cr,1307863
VERAPAMIL HCL CR 120 MG OR CP24,mg or cp,
VITAMIN A 7500 UNIT OR CAPS,unit or caps,
potassium-sodium phosphates (PHOS-NAK) 280-160-250 MG packet  - ADS OVERRIDE,potassium,19049024
potassium-sodium phosphates (PHOS-NAK) 280-160-250 MG packet  - ADS OVERRIDE,sodium phosphates,19136048
potassium-sodium phosphates (PHOS-NAK) 280-160-250 MG packet  - ADS OVERRIDE,mg packet,
fludrocortisone (FLORINEF) 0.1 MG tablet  - ADS OVERRIDE,fludrocortisone,1555120
fludrocortisone (FLORINEF) 0.1 MG tablet  - ADS OVERRIDE,mg tablet,
INDIGO CARMINE 0.8% 5 ML IN 1000 ML NS BLADDER IRRIGATION (OPTIME),indigo carmine,43532336
INDIGO CARMINE 0.8% 5 ML IN 1000 ML NS BLADDER IRRIGATION (OPTIME),ml in,
INDIGO CARMINE 0.8% 5 ML IN 1000 ML NS BLADDER IRRIGATION (OPTIME),ml ns bladder irrigation,
FLEET PEDIATRIC 3.5-9.5 GM/59ML RE ENEM,fleet pediatric,
FLEET PEDIATRIC 3.5-9.5 GM/59ML RE ENEM,re enem,
PERAMPANEL 6 MG PO TABS,perampanel,42904177
COLESEVELAM HCL 625 MG OR TABS,colesevelam hcl,1518148
OLAPARIB 150 MG PO TABS,olaparib,45892579
NEBIVOLOL HCL 2.5 MG OR TABS,nebivolol hcl,1314577
BEPOTASTINE BESILATE 1.5 % OP SOLN,bepotastine besilate,40166571
BEPOTASTINE BESILATE 1.5 % OP SOLN,op soln,
LIDOCAINE HCL 3.5 % OP GEL,lidocaine hcl,989878
LIDOCAINE HCL 3.5 % OP GEL,op gel,
NEFAZODONE HCL 50 MG OR TABS,nefazodone hcl,714684
"BUPIVACAINE 0.5%-EPI 1:200,000 AND LIDOCAINE 2% (OPTIME)",bupivacaine,732893
"BUPIVACAINE 0.5%-EPI 1:200,000 AND LIDOCAINE 2% (OPTIME)",epi,
"BUPIVACAINE 0.5%-EPI 1:200,000 AND LIDOCAINE 2% (OPTIME)",and lidocaine,
ABACAVIR SULFATE-LAMIVUDINE 600-300 MG OR TABS,abacavir sulfate,1736971
ABACAVIR SULFATE-LAMIVUDINE 600-300 MG OR TABS,lamivudine,1704183
IDARUCIZUMAB 2.5 GM/50ML IV SOLN,idarucizumab,35602981
ERTUGLIFLOZIN L-PYROGLUTAMICAC 15 MG PO TABS,ertugliflozin l,793293
ERTUGLIFLOZIN L-PYROGLUTAMICAC 15 MG PO TABS,pyroglutamicac,
EXEMESTANE 25 MG OR TABS,exemestane,1398399
RISPERIDONE 4 MG OR TABS,risperidone,735979
MIDAZOLAM HCL 2 MG/ML OR SYRP,midazolam hcl,708298
MIDAZOLAM HCL 2 MG/ML OR SYRP,ml or syrp,
dextrose 5 % infusion  - ADS OVERRIDE,dextrose,
dextrose 5 % infusion  - ADS OVERRIDE,infusion,
DARUNAVIR ETHANOLATE 600 MG OR TABS,darunavir ethanolate,1756831
CIPROFLOXACIN IVPB <=200 MG (UCI),ciprofloxacin ivpb,1797513
KETAMINE HCL 50 MG/ML IJ SOLN,ketamine hcl,785649
INSULIN DEGLUDEC 100 UNIT/ML SC SOPN,insulin degludec,35602717
INSULIN DEGLUDEC 100 UNIT/ML SC SOPN,unit,
INSULIN DEGLUDEC 100 UNIT/ML SC SOPN,ml sc sopn,
enoxaparin (LOVENOX) 40 MG/0.4ML injection  - ADS OVERRIDE,enoxaparin,1301025
enoxaparin (LOVENOX) 40 MG/0.4ML injection  - ADS OVERRIDE,injection,
APRACLONIDINE HCL 0.5 % OP SOLN,apraclonidine hcl,919986
APRACLONIDINE HCL 0.5 % OP SOLN,op soln,
TRAVOPROST 0.004 % OP SOLN,travoprost,904501
TRAVOPROST 0.004 % OP SOLN,op soln,
BROMFENAC SODIUM 0.07 % OP SOLN,bromfenac sodium,1139179
BROMFENAC SODIUM 0.07 % OP SOLN,op soln,
EVOLOCUMAB 140 MG/ML SC SOAJ,evolocumab,46287466
EVOLOCUMAB 140 MG/ML SC SOAJ,ml sc soaj,
INSULIN ASPART PROT & ASPART (70-30) 100 UNIT/ML SC SUSP,insulin aspart prot,35198096
INSULIN ASPART PROT & ASPART (70-30) 100 UNIT/ML SC SUSP,aspart,
INSULIN ASPART PROT & ASPART (70-30) 100 UNIT/ML SC SUSP,unit,
INSULIN ASPART PROT & ASPART (70-30) 100 UNIT/ML SC SUSP,ml sc susp,
BUPRENORPHINE HCL 2 MG SL SUBL,buprenorphine hcl,1133201
BUPRENORPHINE HCL 2 MG SL SUBL,mg sl subl,
HALOPERIDOL 10 MG OR TABS,haloperidol,766529
GLUTAMINE 500 MG OR TABS,glutamine,19060985
COENZYME Q10 100 MG OR CAPS,coenzyme q,
COENZYME Q10 100 MG OR CAPS,mg or caps,
OMEPRAZOLE 20 MG OR CPDR,omeprazole,923645
OMEPRAZOLE 20 MG OR CPDR,mg or cpdr,
ALBENDAZOLE 200 MG OR TABS,albendazole,1753745
CLINDAMYCIN HCL 75 MG OR CAPS,clindamycin hcl,997881
CLINDAMYCIN HCL 75 MG OR CAPS,mg or caps,
magnesium hydroxide (MILK OF MAGNESIA) 400 MG/5ML suspension  - ADS OVERRIDE,magnesium hydroxide,992956
magnesium hydroxide (MILK OF MAGNESIA) 400 MG/5ML suspension  - ADS OVERRIDE,suspension,
amoxicillin-clavulanate (AUGMENTIN) 875-125 MG tablet  - ADS OVERRIDE,amoxicillin,1713332
amoxicillin-clavulanate (AUGMENTIN) 875-125 MG tablet  - ADS OVERRIDE,clavulanate,1759842
amoxicillin-clavulanate (AUGMENTIN) 875-125 MG tablet  - ADS OVERRIDE,mg tablet,
AMLODIPINE-OLMESARTAN 5-40 MG OR TABS,amlodipine,1332418
AMLODIPINE-OLMESARTAN 5-40 MG OR TABS,olmesartan,40226742
INSULIN ASPART PROT & ASPART (70-30) 100 UNIT/ML SC SUPN,insulin aspart prot,35198096
INSULIN ASPART PROT & ASPART (70-30) 100 UNIT/ML SC SUPN,aspart,
INSULIN ASPART PROT & ASPART (70-30) 100 UNIT/ML SC SUPN,unit,
INSULIN ASPART PROT & ASPART (70-30) 100 UNIT/ML SC SUPN,ml sc supn,
ALPRAZolam (XANAX) 0.25 MG tablet  - ADS OVERRIDE,alprazolam,781039
ALPRAZolam (XANAX) 0.25 MG tablet  - ADS OVERRIDE,mg tablet,
ESLICARBAZEPINE ACETATE 600 MG PO TABS,eslicarbazepine acetate,44507780
magnesium sulfate 2 GM/50ML IVPB  - ADS OVERRIDE,magnesium sulfate,19093848
magnesium sulfate 2 GM/50ML IVPB  - ADS OVERRIDE,ivpb,
N-ACETYL-L-CYSTEINE 600 MG PO CAPS,n,
N-ACETYL-L-CYSTEINE 600 MG PO CAPS,acetyl,
N-ACETYL-L-CYSTEINE 600 MG PO CAPS,l,
N-ACETYL-L-CYSTEINE 600 MG PO CAPS,cysteine,19010955
N-ACETYL-L-CYSTEINE 600 MG PO CAPS,mg po caps,
ipratropium (ATROVENT) 0.02 % nebulizer solution  - ADS OVERRIDE,ipratropium,1112921
ipratropium (ATROVENT) 0.02 % nebulizer solution  - ADS OVERRIDE,nebulizer solution,
GLYCERIN 80% SOLN (UCI COMPOUNDED),glycerin,961145
GLYCERIN 80% SOLN (UCI COMPOUNDED),soln,
CHOLESTYRAMINE LIGHT 4 GM OR PACK,cholestyramine light,
CHOLESTYRAMINE LIGHT 4 GM OR PACK,gm or pack,
DEXTROSE-KCL-NACL 5-0.15-0.2 % IV SOLN,dextrose,
DEXTROSE-KCL-NACL 5-0.15-0.2 % IV SOLN,kcl,
DEXTROSE-KCL-NACL 5-0.15-0.2 % IV SOLN,nacl,
BARIUM SULFATE 700 MG PO TABS,barium sulfate,19011331
METHOTREXATE SODIUM 50 MG/2ML IJ SOLN,methotrexate sodium,1305058
PATIROMER SORBITEX CALCIUM 8.4 G PO PACK,patiromer sorbitex calcium,35602991
PATIROMER SORBITEX CALCIUM 8.4 G PO PACK,g po pack,
SODIUM CHLORIDE BACTERIOSTATIC 0.9 % IJ SOLN,sodium chloride bacteriostatic,967823
BACITRACIN-POLYMYXIN B 500-10000 UNIT/GM OP OINT,bacitracin,915175
BACITRACIN-POLYMYXIN B 500-10000 UNIT/GM OP OINT,polymyxin b,948582
BACITRACIN-POLYMYXIN B 500-10000 UNIT/GM OP OINT,unit,
BACITRACIN-POLYMYXIN B 500-10000 UNIT/GM OP OINT,gm op oint,
PHYTONADIONE 10 MG/ML IJ SOLN,phytonadione,
cyclopentolate (CYCLODRYL) 1 % ophthalmic solution  - ADS OVERRIDE,cyclopentolate,910232
cyclopentolate (CYCLODRYL) 1 % ophthalmic solution  - ADS OVERRIDE,ophthalmic solution,
CEFTRIAXONE SODIUM 1 GM IJ SOLR,ceftriaxone sodium,1777806
RHO D IMMUNE GLOBULIN 1500 UNITS IM SOSY,rho d immune globulin,
RHO D IMMUNE GLOBULIN 1500 UNITS IM SOSY,units im sosy,
PENICILLIN G POTASSIUM IVPB <= 3 MILLION UNITS (UCI),penicillin g potassium ivpb,1728416
PENICILLIN G POTASSIUM IVPB <= 3 MILLION UNITS (UCI),million units,
TELMISARTAN 20 MG OR TABS,telmisartan,1317640
HEPARIN SODIUM (PORCINE) 20000 UNIT/ML IJ SOLN,heparin sodium,35884360
HEPARIN SODIUM (PORCINE) 20000 UNIT/ML IJ SOLN,unit,
SODIUM ZIRCONIUM CYCLOSILICATE 10 G PO PACK,sodium zirconium cyclosilicate,1510687
SODIUM ZIRCONIUM CYCLOSILICATE 10 G PO PACK,g po pack,
KETOROLAC TROMETHAMINE 15 MG/ML IJ SOLN,ketorolac tromethamine,1136980
LISINOPRIL-HYDROCHLOROTHIAZIDE 10-12.5 MG OR TABS,lisinopril,1308216
LISINOPRIL-HYDROCHLOROTHIAZIDE 10-12.5 MG OR TABS,hydrochlorothiazide,974166
KETOROLAC TROMETHAMINE 0.4 % OP SOLN,ketorolac tromethamine,1136980
KETOROLAC TROMETHAMINE 0.4 % OP SOLN,op soln,
IMIPENEM-CILASTATIN IVPB 1000 MG (UCI),imipenem,1778262
IMIPENEM-CILASTATIN IVPB 1000 MG (UCI),cilastatin ivpb,1797258
PROBIOTIC FORMULA 1-250 BILLION-MG PO CAPS,probiotic formula,
PROBIOTIC FORMULA 1-250 BILLION-MG PO CAPS,billion,
PROBIOTIC FORMULA 1-250 BILLION-MG PO CAPS,mg po caps,
"BUPIVACAINE 0.25%-EPI 1:200,000 AND LIDOCAINE 2% (OPTIME)",bupivacaine,732893
"BUPIVACAINE 0.25%-EPI 1:200,000 AND LIDOCAINE 2% (OPTIME)",epi,
"BUPIVACAINE 0.25%-EPI 1:200,000 AND LIDOCAINE 2% (OPTIME)",and lidocaine,
PRIMIDONE 25 MG OR TABS (HALF TABLET),primidone,751347
ROTIGOTINE 2 MG/24HR TD PT24,rotigotine,786426
ROTIGOTINE 2 MG/24HR TD PT24,td pt,
MORPHINE 250 MG/50 ML NS INFUSION HIGH CONCENTRATION (UCI),morphine,1110410
MORPHINE 250 MG/50 ML NS INFUSION HIGH CONCENTRATION (UCI),ml ns infusion high concentration,
NEOMYCIN-POLYMIXIN GU IRRIGANT 2 ML IN 500 ML NS (OPTIME),neomycin,915981
NEOMYCIN-POLYMIXIN GU IRRIGANT 2 ML IN 500 ML NS (OPTIME),polymixin gu irrigant,
NEOMYCIN-POLYMIXIN GU IRRIGANT 2 ML IN 500 ML NS (OPTIME),ml in,
NEOMYCIN-POLYMIXIN GU IRRIGANT 2 ML IN 500 ML NS (OPTIME),ml ns,
CHLORPROMAZINE HCL 10 MG OR TABS,chlorpromazine hcl,794852
LEVONORGESTREL-ETHINYL ESTRAD 0.1-20 MG-MCG OR TABS,levonorgestrel,1589505
LEVONORGESTREL-ETHINYL ESTRAD 0.1-20 MG-MCG OR TABS,ethinyl estrad,
LEVONORGESTREL-ETHINYL ESTRAD 0.1-20 MG-MCG OR TABS,mg,
LEVONORGESTREL-ETHINYL ESTRAD 0.1-20 MG-MCG OR TABS,mcg or tabs,
gentamicin 1.6-0.9 MG/ML-% IVPB  - ADS OVERRIDE,gentamicin,45892419
gentamicin 1.6-0.9 MG/ML-% IVPB  - ADS OVERRIDE,ivpb,
diltiazem (CARDIZEM) 25 MG/5ML injection  - ADS OVERRIDE,diltiazem,1328165
diltiazem (CARDIZEM) 25 MG/5ML injection  - ADS OVERRIDE,injection,
DEXAMETHASONE OPHTHALMIC INJECTION 4 MG/ML (UCI),dexamethasone ophthalmic injection,1518254
MEGESTROL ACETATE 20 MG OR TABS,megestrol acetate,1300978
PROCEDURAL SEDATION MORPHINE (PF) 5 MG/10 ML - 5 MG (UCI),procedural sedation morphine,
EZETIMIBE-SIMVASTATIN 10-40 MG OR TABS,ezetimibe,1526475
EZETIMIBE-SIMVASTATIN 10-40 MG OR TABS,simvastatin,1539403
PENICILLIN G SODIUM IVPB >=4 MILLION UNITS (UCI),penicillin g sodium ivpb,1728416
PENICILLIN G SODIUM IVPB >=4 MILLION UNITS (UCI),million units,
KETOCONAZOLE 2 % EX CREA,ketoconazole,985708
KETOCONAZOLE 2 % EX CREA,ex crea,
AZITHROMYCIN IVPB 250 MG (UCI),azithromycin ivpb,1734104
DANTROLENE SODIUM 250 MG IV SUSR,dantrolene sodium,711714
